t10C_1	t10C_2	t10C_3	t14C_1	t14C_2	t14C_3	t20C_1	t20C_2	t20C_3	t26C_1	t26C_2	t26C_3
22.35223	31.281036	26.848803	40.313957	39.700268	43.991234	30.408005	25.665583	27.118584	45.253181	44.301689	44.854179
4.795729	5.384473	6.172438	7.897988	7.022141	8.521609	11.740766	10.862485	6.64312	8.58681	13.960399	12.920335
54.634491	46.670322	43.657352	37.879768	36.791321	39.046474	40.281204	44.638424	39.82402	35.140614	34.742996	34.584503
15.543875	18.736809	17.925585	14.489637	18.746031	20.421974	35.380924	29.250683	25.719469	28.070101	25.914381	31.993168
99.454681	107.052467	103.740166	91.739861	107.153793	112.885307	113.292793	110.803757	105.993042	92.304298	99.542747	107.28495
33.367401	30.574291	34.993557	30.641571	36.422905	33.740261	36.786827	36.132374	33.654549	37.682625	44.469994	36.462471
54.522652	53.630741	56.348896	48.210773	44.443535	48.819832	43.727749	34.457783	29.244844	54.162807	59.320518	58.330406
320.934479	313.103394	384.449432	270.428528	231.391724	240.324051	98.916969	46.620773	54.547726	221.707977	240.804947	225.417984
195.380478	208.277786	219.034531	302.768555	309.975189	290.67038	263.992584	250.147888	265.101105	219.473251	212.808823	217.780792
50.751465	40.688828	43.374187	29.625553	32.847263	31.559847	40.977844	43.793346	39.614594	44.593777	43.791504	46.146725
29.098673	23.691706	26.308962	23.222622	25.922693	26.423813	27.616039	32.234085	33.526287	27.897375	30.835274	30.380705
29.950794	25.224163	30.22415	19.759281	19.308874	20.91247	11.036839	6.570891	8.528729	19.913624	20.608149	15.375851
72.422668	63.184814	59.090694	66.016121	63.892632	59.048	41.638241	29.898281	29.3274	47.711796	48.013649	49.11758
32.737499	36.339462	35.929569	58.851635	64.983322	82.206474	89.709167	124.96151	142.19043	73.198921	71.286415	66.685371
105.301506	143.092743	135.375473	124.683151	127.987831	158.802979	82.287979	101.768562	115.150032	31.890093	34.262321	34.491959
54.552135	51.182495	46.832588	45.867882	44.974899	40.414043	39.47723	38.853931	41.866898	34.052959	37.828949	35.671932
155.422272	161.692001	145.934555	218.594406	260.24823	286.690216	314.749146	366.143982	430.903809	227.332489	218.794769	209.895157
53.783684	72.228264	57.53957	97.31694	108.248032	127.35083	116.427666	149.080032	186.187805	70.256821	66.648407	66.566208
70.624992	83.215401	89.064499	116.335709	125.362747	126.220917	109.467972	94.031647	84.93531	101.293045	90.364716	105.542152
10.441005	9.727929	11.702329	10.500381	14.216463	14.65624	23.528666	21.279133	15.429511	21.554096	21.153454	23.103781
41.185089	39.611454	47.722309	32.692081	36.613503	33.696682	44.007973	41.384129	43.974483	48.28112	48.348293	44.046322
16.794605	19.063917	18.022306	14.712586	15.035505	14.976487	19.82114	19.53698	16.622364	22.514614	23.336218	22.120358
63.734306	61.895378	55.683025	54.101254	56.605442	59.517487	63.008274	48.378231	47.376568	52.844368	53.040886	61.082054
113.462715	143.523956	119.091721	132.950241	123.855148	142.603928	124.345085	101.271393	100.544609	172.306183	161.883789	147.854004
20.447676	22.192421	23.617083	32.174099	32.466797	28.028559	35.145439	33.180267	23.841166	29.94426	28.524893	30.571463
5.368704	4.166242	3.681931	7.559754	8.102904	10.131006	9.383191	9.925974	8.59444	9.272688	8.453616	6.667101
0.530788	0.534725	0.408718	0.148928	0.07711	0.305814	1.086502	1.109964	1.082012	0.517521	0.457287	0.646975
80.127937	113.522911	121.194244	163.249329	164.375671	187.277618	131.408585	104.467224	115.321068	128.964447	124.811615	121.485474
68.72171	61.160755	68.299477	49.483116	47.130375	46.156914	46.37281	42.795063	41.354404	39.656776	43.877434	45.168507
28.549278	22.880432	20.58466	23.090853	25.152353	24.027046	27.581091	20.061125	17.197243	20.656836	21.438921	20.90966
134.991364	124.394447	122.294624	129.154053	145.819748	149.201508	146.078156	129.44957	153.517044	116.623009	127.499886	121.131943
504.559357	454.936523	469.321136	347.077271	327.925415	306.956757	234.907883	214.933823	246.637314	225.52713	215.328934	182.496918
149.444702	168.797775	196.58786	212.151627	224.286163	220.664703	179.428436	158.289932	154.942703	166.234894	164.94989	170.049088
153.781357	144.121048	141.595978	71.024269	79.660515	69.753929	76.404236	71.183441	100.181038	106.671967	108.908028	103.128616
29.535614	31.131578	26.947107	27.83206	26.907461	32.012611	41.763607	42.024193	33.113838	42.073509	40.456028	45.840374
46.316727	43.168835	47.174461	31.792562	27.542732	26.855232	40.06102	41.575386	37.807404	43.136993	43.745728	44.649673
36.857903	33.492985	28.582567	26.60858	24.607723	27.659277	39.696991	36.509842	32.498539	35.512508	30.25635	30.269007
